track,completion_rate,avg_steps,avg_progress,avg_velocity,avg_distance,avg_reward
cocoa_temple,0.0,1000.0,0.2728,7.57,395.1,315.37
cornfield_crossing,0.0,1000.0,0.19440000000000002,4.17,245.63,164.15
hacienda,0.0,1000.0,0.1457,5.43,169.92,151.42
lighthouse,0.0,1000.0,0.3185,6.09,280.25,227.74
scotland,0.0,1000.0,0.16329999999999997,3.92,216.96,183.12
snowtuxpeak,0.0,1000.0,0.0466,3.58,46.28,87.19
zengarden,0.0,1000.0,0.0647,5.05,45.95,212.31
