track,completion_rate,avg_steps,avg_progress,avg_velocity,avg_distance,avg_reward
cocoa_temple,1.0,1000.0,0.9876999999999999,0.89,1430.27,256.72
cornfield_crossing,0.0,1000.0,0.06509999999999999,0.08,82.21,81.74
hacienda,0.0,1000.0,0.8559,6.72,998.39,591.37
lighthouse,0.0,1000.0,0.0068000000000000005,10.21,6.01,271.27
scotland,0.0,1000.0,0.0139,8.18,18.51,106.85
snowtuxpeak,0.0,1000.0,0.3918,0.08,388.92,144.01
zengarden,0.0,1000.0,0.026600000000000002,0.08,18.92,128.59
